PCA1,PCA2,Community,t-SNE1,t-SNE2,Simplified Community,Username,engagement_score,retweet_count,Favorite Count,Followers Count
-2374.543427228904,-0.06209030428265152,20,72.25301,5.3119426,Other,dr. katie ann,0.0003506926179203928,1,3,11405
-13596.543427228895,-0.06264757114965375,1,-16.869875,-13.418426,1,vibinvijay panicker,0.0,0,0,183
-13383.543427228895,-0.06264365025185883,100,5.010356,-10.443344,Other,kyrie,0.0,0,0,396
-13457.543427228951,-0.05954903720950493,4,-0.7521487,19.289799,4,❀ tay ❀,0.0030959752321981426,0,1,322
-6656.543427228953,-0.0594316671086399,51,66.49483,15.120301,Other,"jason hurley/sf=$30,439,251 min=$15,886,768",0.0030881527231892197,2,20,7123
-8357.543427228931,-0.06070713400307311,197,60.960876,19.751738,Other,future of the force,0.0018439977872026553,3,7,5422
-13061.543427228895,-0.0626377228852393,39,12.11112,28.879639,Other,diksha ⚕,0.0,0,0,718
-13676.543427228895,-0.0626490437873232,639,-44.84943,-9.021172,Other,margaret antioch,0.0,0,0,103
-13647.543427228895,-0.06264850995616801,3,-42.714233,7.928547,3,lankyastro,0.0,0,0,132
-12544.54342722897,-0.058582898520934804,640,25.744762,0.9746817,Other,♏︎,0.0040453074433656954,0,5,1235
-7799.543427228915,-0.06153768341623141,51,63.24186,18.561232,Other,lite,0.0010031767262999498,0,6,5980
-13772.543427231196,0.062349189047473455,1,-45.291203,37.63063,1,pass n fly records,0.125,0,1,7
-13712.543427228895,-0.06264970647427444,0,-35.527313,-37.93072,0,matt bishop,0.0,0,0,67
-13610.543427228895,-0.0626478288612459,8,-24.31469,-9.384981,8,nelson,0.0,0,0,169
-11439.543427228902,-0.0621806972795156,641,47.536793,-9.013235,Other,sam≅| louisinki 🖤,0.00042716787697565144,0,1,2340
-12940.543427229048,-0.05430216218743094,342,19.38307,40.989353,Other,angie metzener 🌈🖤💀🌈🖤💀,0.008333333333333333,0,7,839
-13687.543427228895,-0.06264924627500273,131,-40.47518,-15.89833,Other,•ᴗ•⁷👨‍🚀🚀,0.0,0,0,92
263850.4565727711,-0.05752232533998333,1,72.92279,-15.570624,1,lovin dubai | لوڤن دبي,1.8009516228375073e-05,0,5,277630
21611.456572771098,-0.06199946331132964,642,74.12659,-8.2956705,Other,beranova,0.0,0,0,35391
-13743.543427231383,0.07248485801376377,22,-67.025024,-6.085928,Other,rebecca,0.13513513513513514,0,5,36
-12337.543427228895,-0.0626243955143308,51,32.5698,-32.439125,Other,marzouq مرزوق,0.0,0,0,1442
-13732.543427228895,-0.06265007463369181,643,-54.566166,-29.985659,Other,☠ rapha 🔪,0.0,0,0,47
-13021.543427228895,-0.06263698656640458,1,11.980391,34.039276,1,reeya patel,0.0,0,0,758
-12686.543427228946,-0.0598885895488146,644,28.26816,12.136229,Other,jay #hearusniantic,0.002742230347349177,0,3,1093
-13684.543427229853,-0.010565857717756817,208,-41.83129,-14.47409,Other,chancellor forrun,0.052083333333333336,0,5,95
-13495.543427228895,-0.06264571194459606,645,-8.338702,35.452763,Other,jason yu,0.0,0,0,284
-13598.543427228997,-0.057153102471089984,646,-18.190355,-13.5338335,Other,daniel de cervantes.,0.005494505494505495,0,1,181
-13294.543427228895,-0.06264201194245157,331,-0.8920332,-32.61995,Other,— moved @pleniluneskies,0.0,0,0,485
-13773.543427231525,0.08020631349664543,1,-44.439312,38.868706,1,afroblk,0.14285714285714285,1,0,6
-11894.543427228906,-0.06208601808970495,647,47.616325,-23.883461,Other,matt michaels,0.0005302226935312832,0,1,1885
-13756.543427228895,-0.06265051642499264,1,-64.57056,8.292847,1,sai kiran,0.0,0,0,23
-13170.543427228895,-0.06263972935406394,648,16.916485,-30.992094,Other,reid,0.0,0,0,609
-13188.543427228926,-0.06095087150835037,332,16.084494,-34.61618,Other,astonix 🇨🇦,0.0016891891891891893,0,1,591
-13566.543427228895,-0.0626470189105277,649,-12.100319,2.2911491,Other,sam jay - brightwin,0.0,0,0,213
-13583.543427228988,-0.05757118971405276,1,-11.596557,-8.272563,1,dhc network,0.005076142131979695,0,1,196
-13712.543427228895,-0.06264970647427444,83,-35.527313,-37.93072,Other,cully62,0.0,0,0,67
-13254.543427228895,-0.06264127562361685,1,3.5951858,-40.38468,1,nikhila chandran,0.0,0,0,525
-13713.543427228895,-0.06264972488224531,1,-36.551235,-38.509583,1,movies time,0.0,0,0,66
-13193.543427228926,-0.06093657522461707,650,15.643888,-35.676476,Other,bridge 🎗,0.0017035775127768314,0,1,586
-13382.54342722894,-0.060131069029817616,34,4.584203,-10.62632,Other,c.birdman,0.002512562814070352,1,0,397
-13768.54342723503,0.27068259601269024,7,-48.960407,32.41531,Other,nemesis,0.3333333333333333,0,4,11
-13174.543427228926,-0.06098963796944575,651,16.734179,-31.691643,Other,rara ★,0.0016501650165016502,0,1,605
-12790.543427228895,-0.06263273432513405,652,30.289349,28.788927,Other,ethan king,0.0,0,0,989
-12261.543427228908,-0.06196466866127689,653,35.73094,-34.13818,Other,jayla,0.0006583278472679394,0,1,1518
-13270.543427228895,-0.06264157015115074,1,0.7646058,-37.27834,1,alix véronèze,0.0,0,0,509
-13586.54342722899,-0.057492747894687335,654,-12.31237,-9.857487,Other,jrm21,0.005154639175257732,0,1,193
-13717.543427229479,-0.030903766768097043,209,-41.407124,-39.30216,Other,jamarian kennybrew,0.031746031746031744,0,2,62
-11952.543427228895,-0.06261730844554658,655,46.849827,-26.293676,Other,douglas atherton,0.0,0,0,1827
-13391.543427229415,-0.0343661625541862,1,5.1194787,-8.423151,1,that filmy dude,0.028277634961439587,3,8,388
-12788.543427228895,-0.06263269750919231,14,30.340096,28.468578,Other,.,0.0,0,0,991
746377.456572771,-0.04865799189713951,20,74.20953,-17.936867,Other,thread reader app,0.0,0,0,760157
-13597.543427228895,-0.06264758955762462,13,-17.571224,-13.514006,13,candace roberts,0.0,0,0,182
-12179.543427228906,-0.061996877435945515,656,39.1471,-34.00201,Other,adya mahapatra👩🏻‍🔬🧪⌬,0.0006246096189881324,0,1,1600
-13706.543427229144,-0.049136082512935726,1,-32.7887,-31.131271,1,rama sephio,0.013513513513513514,0,1,73
3522.456572771098,-0.06221685820391633,18,73.89299,-1.820247,Other,ashley perry 💙,0.00011558689244639658,0,2,17302
-10842.54342722892,-0.06123540520986393,657,46.968678,5.0669646,Other,luke,0.0013614703880190605,0,4,2937
-13463.543427228895,-0.06264512288952828,1,-1.8904116,22.20565,1,bearded oliver 🇺🇸,0.0,0,0,316
-13525.543427228968,-0.05872469555627113,658,-19.210331,25.676573,Other,kim eva 🧈,0.00392156862745098,0,1,254
-13721.543427228895,-0.06264987214601225,659,-45.361584,-38.25101,Other,omar,0.0,0,0,58
-13566.543427228895,-0.0626470189105277,1,-12.100319,2.2911491,1,dija,0.0,0,0,213
-13733.543427228895,-0.06265009304166268,1,-55.284306,-29.20361,1,vishnu vardhan reddy kona,0.0,0,0,46
-13620.543427228895,-0.06264801294095458,1,-28.029455,-2.5954452,1,hamim1. 🇧🇩 (barca for ever) 💔💙,0.0,0,0,159
-13367.54342722894,-0.06022204821827168,660,3.7157412,-14.421602,Other,"tony, xony, & kai",0.002421307506053269,0,1,412
1079081.4565727708,-0.04183450449714905,333,74.92494,-18.062988,Other,nightline,0.0006990818602897712,138,626,1092861
32449.456572771076,-0.06071840894521128,13,74.06485,-10.003442,13,african diaspora news channel,0.001081548777849881,7,43,46229
-11584.543427228895,-0.06261053431226712,661,47.93325,-13.556945,Other,kiana,0.0,0,0,2195
-8979.543427228899,-0.062354291608559806,662,57.249763,20.673859,Other,marga,0.00020828993959591752,0,1,4800
-12924.543427228895,-0.06263520099323037,34,21.66267,40.697594,Other,jon dodd,0.0,0,0,855
-13527.543427228895,-0.06264630099966384,1,-19.277601,24.903671,1,uchechukwu,0.0,0,0,252
-13586.543427228895,-0.06264738706994506,1,-12.31236,-9.857482,1,brandon12121997,0.0,0,0,193
-11461.543427228951,-0.05958972765664552,132,47.822144,-9.640898,Other,jojo⁷★,0.00301854247520483,0,7,2318
-13769.543427228895,-0.06265075572861392,1,-48.05519,34.003605,1,srikugan ✨,0.0,0,0,10
-13344.543427229233,-0.04429430848778397,334,1.4536383,-20.735447,Other,whichsanewich⁷,0.01834862385321101,0,8,435
-12907.543427229106,-0.05118013433493067,1,23.0945,40.029358,1,ethan gaden (ethan cross media),0.011454753722794959,2,8,872
-13777.54342723503,0.2706824303409524,1,-38.920895,45.640026,1,brandon combs,0.3333333333333333,0,1,2
-13700.543427229815,-0.01264948557862404,132,-34.64868,-24.473038,Other,ᴋʏᴋᴀɪ⁷₁₃,0.05,0,4,79
-10506.543427228919,-0.06136894342132067,663,47.51314,10.215703,Other,chukwuma azodo,0.0012217470983506415,0,4,3273
-13187.543427228895,-0.0626400422895687,18,16.105562,-34.382607,Other,that salvadoran ov,0.0,0,0,592
-13606.543427228895,-0.06264775522936243,0,-22.546312,-11.455799,0,good life today,0.0,0,0,173
-13779.543427228895,-0.0626509398083226,101,-35.86049,49.23439,Other,kingcheesepuff,0.0,0,0,0
-13554.5434272337,0.19841514888777756,112,-14.397886,8.614713,Other,ben reilly,0.2610619469026549,3,56,225
-12513.543427228895,-0.06262763531720358,664,25.742943,-1.1772696,Other,ry⁷,0.0,0,0,1266
-11194.543427229422,-0.033987732620488584,22,47.528305,-2.5773091,Other,thepopculturedude (daniel),0.028615622583139984,5,69,2585
-13242.543427229271,-0.04219495807369135,665,7.2538857,-41.92655,Other,stefblackgenx,0.020446096654275093,6,5,537
-13408.543427228895,-0.06264411045113054,666,5.2734313,-2.5984843,Other,cable,0.0,0,0,371
-13617.543427228895,-0.06264795771704197,102,-27.245874,-4.388724,Other,james,0.0,0,0,162
-13729.543427228895,-0.0626500194097792,1,-51.83162,-32.82532,1,that homie jayr 🇵🇭,0.0,0,0,50
-13460.543427228953,-0.059520067665615684,667,-1.1257885,20.761282,Other,echo cero,0.003125,0,1,319
-13713.543427232193,0.11645475272969495,668,-36.477825,-38.64372,Other,a houston,0.1791044776119403,0,12,66
-12922.543427228917,-0.06146966301178748,1,21.91275,40.626247,1,💋,0.0011655011655011655,0,1,857
-13533.543427228895,-0.06264641144748906,1,-19.05556,21.276758,1,ariana❤afrina❤arf,0.0,0,0,246
-13599.543427228997,-0.05712276449511331,335,-18.766918,-13.367306,Other,🍉,0.0055248618784530384,0,1,180
-12538.54342722891,-0.06182294253740927,669,25.875296,0.5078274,Other,🪷mrs z #harriswalz2024,0.0008051529790660225,0,1,1241
-13756.543427228895,-0.06265051642499264,670,-64.57056,8.292847,Other,vivek shrivastava,0.0,0,0,23
-13718.543427229191,-0.04652078466403514,1,-42.238667,-39.127697,1,jonathan palazzolo,0.016129032258064516,0,1,61
-13732.543427228895,-0.06265007463369181,671,-54.566166,-29.985659,Other,hippyloo,0.0,0,0,47
-13763.543427229977,-0.0038271158690240253,336,-52.941902,26.506895,Other,j j martian,0.058823529411764705,0,1,16
-13240.54342722893,-0.060789166060172845,672,8.027777,-42.04468,Other,moved accounts,0.001851851851851852,0,1,539
-13704.543427228895,-0.0626495592105075,1,-33.160522,-28.794502,1,battle star gaming,0.0,0,0,75
-11194.54342722891,-0.06182995999867884,22,47.528305,-2.577309,Other,thepopculturedude (daniel),0.0007733952049497294,0,2,2585
-13208.543427228991,-0.05739567361220167,673,14.502453,-38.55064,Other,sikenlangsapatna,0.005244755244755245,2,1,571
-13310.543427228935,-0.06051464689551738,1,-1.0457277,-29.164217,1,julio von pablo,0.002127659574468085,0,1,469
-11699.543427228957,-0.059248883809407106,1,48.404198,-17.205444,1,🍀t.t.🍀 bigb5ng💛 v5p🍀,0.003363767419509851,2,5,2080
-12029.543427228895,-0.06261872585930343,674,44.72918,-29.686008,Other,simꕥ,0.0,0,0,1750
-12391.54342722891,-0.061905447140150054,337,30.204138,-29.835358,Other,🎃,0.0007199424046076314,0,1,1388
-12972.543427228895,-0.06263608457583204,338,15.386984,39.58215,Other,your fav troll,0.0,0,0,807
-13215.543427228993,-0.05733082319947866,33,13.58404,-39.756676,Other,augrtrumpnot,0.005309734513274336,0,3,564
-13760.543427229815,-0.012650590056876125,0,-55.559273,23.069063,0,angie baries,0.05,0,1,19
-13607.543427229002,-0.05686742681652404,1,-23.03595,-11.021102,1,rhonda araujo smith,0.005780346820809248,0,1,172
-10000.543427228924,-0.060994074499110464,7,49.548214,16.046135,Other,mooreshots| november black,0.0015873015873015873,1,5,3779
-1007.5434272288985,-0.06241583320439522,675,72.81943,3.064986,Other,brandon sanders,0.0,0,0,12772
-13758.543427228895,-0.06265055324093438,1,-63.6997,10.290144,1,luke skywalker41,0.0,0,0,21
-13183.543427228988,-0.05761484302954452,339,16.306046,-33.51215,Other,imyoursaviour,0.005025125628140704,1,2,596
-13710.543427229684,-0.019792526801189855,103,-34.235115,-35.974705,Other,adrienne,0.04285714285714286,0,3,69
-10984.543427228895,-0.06259948952974627,676,46.921963,2.3382673,Other,k ♡︎s n🐻 my day,0.0,0,0,2795
-3448.5434272289203,-0.06120254019330129,1,71.08009,7.5507097,1,mmn polls,0.0012582268679829655,5,8,10331
-13671.543427228895,-0.06264895174746885,677,-46.313892,-6.0077877,Other,junior (alejandro) salas,0.0,0,0,108
-11175.54342722891,-0.06183525113356403,1,46.86977,-1.9817945,1,tk,0.0007677543186180423,0,2,2604
-13239.543427229677,-0.020127136287787666,678,8.359488,-42.081123,Other,detroit love,0.04251386321626617,0,23,540
-13666.543427228895,-0.06264885970761451,86,-46.945255,-3.101931,Other,ave_toon-ist,0.0,0,0,113
-13345.54342722898,-0.05804524959954056,133,1.3756077,-20.398592,Other,𝕾𝖊𝖓𝕯𝖍𝖎𝖑 𝕶𝖚𝖒𝖆𝖗 ᵀʰᵘⁿᶦᵛᵘ,0.004597701149425287,1,1,434
-12636.543427228911,-0.06175577362349449,679,27.117924,8.2630625,Other,shower,0.0008741258741258741,0,1,1143
-12962.543427228895,-0.06263590049612337,339,16.660816,40.39913,Other,febby | 🏀🏐🏸⚽️,0.0,0,0,817
-13342.543427229106,-0.051227370410898,201,1.3038235,-21.460205,Other,shresh⁷,0.01141552511415525,0,5,437
-6235.5434272289085,-0.06184937955256814,1,67.23628,14.217691,1,shutterstock editorial,0.0006626905235255136,3,2,7544
-13779.543427228895,-0.0626509398083226,680,-35.86049,49.23439,Other,rr exploring,0.0,0,0,0
-11175.543427228902,-0.06221912829287305,1,46.86977,-1.9817945,1,tk,0.00038387715930902113,0,1,2604
1455.4565727710979,-0.06217359229811191,3,73.562065,-0.23558435,3,metalcore cody,0.00019690207403517984,0,3,15235
-13770.543427228895,-0.06265077413658479,0,-47.202488,35.37204,0,ananthu biju vfc,0.0,0,0,9
-13767.543427228895,-0.06265071891267218,1,-50.046925,31.53879,1,koreaboojimin,0.0,0,0,12
-11195.543427228917,-0.06144283202552593,22,46.848866,-2.6879892,Other,thepopculturedude (daniel),0.0011605415860735009,0,3,2584
-13593.543427228895,-0.06264751592574114,340,-15.05136,-12.891371,Other,vi ado,0.0,0,0,186
-13339.543427228895,-0.06264284030114065,1,0.71655256,-22.251377,1,yemi sholotan,0.0,0,0,440
-11195.543427228895,-0.06260337361159943,22,46.848866,-2.6879892,Other,thepopculturedude (daniel),0.0,0,0,2584
-11606.543427228913,-0.06169097608615428,1,48.021713,-14.238359,1,timothy de block,0.0009199632014719411,0,2,2173
-13362.543427228939,-0.060250919186862956,51,3.2929795,-15.479428,Other,siñot,0.0023923444976076554,0,1,417
-13776.543427228895,-0.06265088458441,14,-40.65653,43.011402,Other,nick,0.0,0,0,3
-13446.54342722895,-0.05965079797797562,1,0.72442454,15.0772295,1,k-dog,0.0029940119760479044,0,1,333
-10907.543427228902,-0.06225000389461803,341,46.94153,3.7415276,Other,captainpuffin 🏳️‍⚧️ ,0.0003480682213713888,0,1,2872
-13461.543427228895,-0.06264508607358656,14,-1.4304541,21.227797,Other,teehee,0.0,0,0,318
-13690.543427228895,-0.06264930149891534,1,-38.991535,-17.602686,1,jb,0.0,0,0,89
-12673.543427228928,-0.06082389585902848,681,28.004913,11.051969,Other,pepperohni,0.0018066847335140017,0,2,1106
-9204.5434272289,-0.06234819187306957,682,55.85445,20.456406,Other,maia,0.00021853146853146853,0,1,4575
-13662.543427234823,0.2593851122293536,83,-47.104465,-0.78673047,Other,🍪cookie burke🍪,0.3220338983050847,0,38,117
-13659.543427229351,-0.037855342422066375,683,-46.804634,0.8358199,Other,grant mcgraw,0.024793388429752067,0,3,120
-13630.543427229017,-0.05598153035399659,684,-31.534119,4.830318,Other,kilo ren,0.006666666666666667,0,1,149
-9930.5434272289,-0.062320347268711024,685,49.958035,16.69747,Other,assia,0.00025974025974025974,0,1,3849
-13718.543427229191,-0.04652078466403514,1,-42.238667,-39.127697,1,ขอกินคำนึง 𓍲,0.016129032258064516,0,1,61
-13719.543427228895,-0.06264983533007051,686,-43.21733,-39.163635,Other,juni,0.0,0,0,60
-13455.543427228895,-0.06264497562576134,342,-0.42804775,18.351559,Other,iam_tracylynn,0.0,0,0,324
-12579.543427228895,-0.06262885024328088,1,26.525002,3.8484027,1,edward keyon william,0.0,0,0,1200
-13317.543427228895,-0.06264243532578154,210,-0.65917987,-27.77611,Other,deiharder,0.0,0,0,462
-10371.543427229037,-0.05496133539373612,343,47.897133,12.151823,Other,jose fermoso,0.007626870049867997,1,25,3408
-13582.54342722908,-0.052546303337051486,687,-11.258566,-7.6894937,Other,mamacarse 🐢,0.010101010101010102,0,2,197
-13556.543427229059,-0.05371826340224759,688,-14.196007,7.5950522,Other,wulfy!,0.008928571428571428,0,2,223
-13734.543427230095,0.0025672798547142633,344,-55.938454,-28.424976,Other,brookie,0.06521739130434782,0,3,45
-13760.543427228895,-0.06265059005687611,0,-55.134136,22.778091,0,angie baries,0.0,0,0,19
-11700.543427228904,-0.062131900406118594,689,48.405437,-17.239483,Other,amirah,0.0004807692307692308,0,1,2079
-13779.543427228895,-0.0626509398083226,1,-35.86049,49.23439,1,snipexxalt,0.0,0,0,0
-12758.543427228913,-0.06165367168885297,690,29.968554,19.910608,Other,optic formzy- 🍵,0.0009784735812133072,0,1,1021
-13571.543427228982,-0.057862421955166735,1,-11.05692,-0.64984417,1,thedrawingdriver,0.004784688995215311,0,1,208
-13649.543427228895,-0.06264854677210975,1,-44.082813,7.1201715,1,rodney,0.0,0,0,130
-11584.543427228895,-0.06261053431226712,1,47.93325,-13.556945,1,mcu portal,0.0,0,0,2195
-13762.54342723094,0.04846048423829323,1,-53.877777,25.3814,1,mackenzie🫰,0.1111111111111111,0,2,17
6197.456572771098,-0.06218309365315731,0,74.16494,-3.5008337,0,urban asian,0.00010011012113324657,1,1,19977
-11195.543427230063,0.0008395664270852837,22,46.785885,-2.670974,Other,thepopculturedude (daniel),0.06344294003868473,4,160,2584
-13740.543427228895,-0.06265022189745875,18,-59.63851,-23.114218,Other,ajblminusa,0.0,0,0,39
-13379.54342722917,-0.047680983103765895,134,4.626695,-11.297266,Other,aleks 🇨🇦🇻🇪,0.014962593516209476,0,6,400
-13412.543427228895,-0.06264418408301402,691,5.269262,-1.2205803,Other,myles moore  alexand,0.0,0,0,367
-13740.543427228895,-0.06265022189745875,18,-59.63851,-23.114218,Other,ajblminusa,0.0,0,0,39
-13740.543427228895,-0.06265022189745875,18,-59.63851,-23.114218,Other,ajblminusa,0.0,0,0,39
-13740.543427228895,-0.06265022189745875,18,-59.63851,-23.114218,Other,ajblminusa,0.0,0,0,39
-13740.543427228895,-0.06265022189745875,18,-59.63851,-23.114218,Other,ajblminusa,0.0,0,0,39
-13701.543427228895,-0.0626495039865949,1,-34.365585,-25.428984,1,rara🍥ていふ,0.0,0,0,78
-13513.543427228895,-0.06264604328807169,1,-14.267409,36.12174,1,staten brian 🍀,0.0,0,0,266
-13740.543427228895,-0.06265022189745875,18,-59.63851,-23.114218,Other,ajblminusa,0.0,0,0,39
-11271.543427228895,-0.06260477261738541,13,47.303394,-4.4820957,13,account not in use,0.0,0,0,2508
-13749.543427228895,-0.06265038756919657,83,-67.20953,0.0975876,Other,wilma arnold,0.0,0,0,30
-13292.543427228933,-0.06059279479864099,211,-1.1657604,-33.04603,Other,nena,0.0020491803278688526,0,1,487
-13706.543427228895,-0.06264959602644923,1,-33.104336,-31.139263,1,ahmed_hindustani,0.0,0,0,73
-8749.543427228995,-0.0571916214178972,692,58.644146,20.473354,Other,ben wilson,0.005366726296958855,2,25,5030
-13699.543427228895,-0.06264946717065316,1,-35.211563,-23.757833,1,charlieking,0.0,0,0,80
-12651.543427228911,-0.0617444360246236,693,27.565807,9.234286,Other,michael holt,0.0008857395925597874,0,1,1128
-13476.543427228895,-0.06264536219314958,345,-3.8058689,28.63139,Other,:),0.0,0,0,303
-11195.543427229379,-0.03629776432726675,22,46.92022,-2.6944337,Other,thepopculturedude (daniel),0.02630560928433269,5,63,2584
-10189.543427228937,-0.06035706349143021,1,48.48833,14.159308,1,spencer vaughn,0.002227791701475912,2,6,3590
-13728.543427228895,-0.06265000100180833,694,-51.13354,-33.751583,Other,bri,0.0,0,0,51
-13531.543427228895,-0.06264637463154732,1,-19.37027,22.719366,1,80’s girl☮️💟☯️,0.0,0,0,248
-13620.543427228895,-0.06264801294095458,135,-28.029455,-2.5954452,Other,jasondal,0.0,0,0,159
-13766.543427228895,-0.06265070050470133,327,-50.78752,30.323376,Other,banzai,0.0,0,0,13
-13279.543427228895,-0.06264173582288855,695,-0.05336811,-35.641685,Other,ً,0.0,0,0,500
-13132.54342722898,-0.058009400221541316,696,13.209977,19.4223,Other,ari⁷ 🃏,0.004629629629629629,0,3,647
-13779.543427228895,-0.0626509398083226,101,-35.86049,49.23439,Other,john,0.0,0,0,0
-13130.543427228895,-0.06263899303522921,1,13.648711,19.708277,1,sultan ak ⭐️⭐️,0.0,0,0,649
-13707.543427229148,-0.0489509842974338,1,-33.07057,-32.121456,1,robert moreno,0.0136986301369863,0,1,72
-12536.543427228895,-0.06262805870053356,1,25.482859,0.41798824,1,dj mo-joe,0.0,0,0,1243
-13773.543427231525,0.08020631349664543,697,-44.439312,38.868706,Other,frank tremel,0.14285714285714285,0,1,6
-13778.543427238099,0.4373490785996481,13,-37.328125,48.01163,13,just chill,0.5,0,1,1
-13262.543427229073,-0.052988913234874147,20,1.7672855,-38.684795,Other,"aisha francis, phd",0.009652509652509652,1,4,517
81112.45657277107,-0.06058802508329397,1,72.80167,-12.845924,1,naty berhane yifru,0.0003161455534127912,2,28,94892
-13426.543427228895,-0.06264444179460617,1,4.1225505,4.4718213,1,alastorzlive✨🇵🇸,0.0,0,0,353
-13779.543427228895,-0.0626509398083226,1,-35.86049,49.23439,1,tsolmon,0.0,0,0,0
-13683.543427228895,-0.06264917264311927,1,-42.0219,-13.767986,1,a hot set,0.0,0,0,96
10754.456572771029,-0.05828654098648378,1,74.219154,-5.589725,1,neal adams,0.003912777664560832,20,76,24534
-13703.54342723009,0.002285524132528291,3,-33.247456,-27.576136,3,dot cine,0.06493506493506493,2,3,76
-13711.543427229162,-0.048156934443115175,1,-34.50341,-37.212173,1,roby,0.014492753623188406,0,1,68
-13317.543427229015,-0.056162953684312865,210,-0.6591821,-27.77611,Other,deiharder,0.0064794816414686825,0,3,462
-12705.543427228913,-0.061700937089470734,698,28.479395,13.855389,Other,follow @yoonfiux,0.0009302325581395349,0,1,1074
-13777.543427253438,1.270682430340952,346,-39.931942,46.98112,Other,babygirl_shellie,1.3333333333333333,0,4,2
-13532.543427228895,-0.06264639303951819,1,-18.735344,22.085634,1,arcaneskin,0.0,0,0,247
-13765.543427228895,-0.06265068209673046,1,-51.637543,29.114166,1,sylvia bush,0.0,0,0,14
-12869.543427228895,-0.06263418855483263,699,27.020357,37.18535,Other,crod 💫,0.0,0,0,910
-11374.543427229155,-0.04847533031752032,347,47.610313,-7.435231,Other,giga,0.014131338320864505,0,34,2405
-12459.543427228951,-0.05959863220274946,212,28.278988,-25.396238,Other,mrs. w 💜✨🌻,0.003028009084027252,0,4,1320
-11510.543427228895,-0.06260917212242288,700,47.945347,-11.09954,Other,patient 323,0.0,0,0,2269
-13547.543427229053,-0.054062978171956745,34,-15.774272,11.815785,Other,francis anareta,0.008583690987124463,0,2,232
-13769.543427230568,0.028258335180476976,1,-48.05611,33.99155,1,anjali kashyap,0.09090909090909091,0,1,10
-13443.543427228895,-0.06264475473011093,84,1.0553621,14.149031,Other,bronny lou bridgerton,0.0,0,0,336
-13443.543427228895,-0.06264475473011093,84,1.0553621,14.149031,Other,bronny lou bridgerton,0.0,0,0,336
-13748.54342722947,-0.031400369161225704,701,-67.39983,-1.1781453,Other,jessica crimmel,0.03125,0,1,31
-13772.543427228895,-0.06265081095252653,702,-45.45462,37.75968,Other,iam_bigsexy_trumma,0.0,0,0,7
-13737.543427228895,-0.06265016667354614,1,-57.79594,-25.708593,1,yanika_love,0.0,0,0,42
-13538.543427228895,-0.0626465034873434,1,-17.802727,17.077494,1,madhusha ambawatta,0.0,0,0,241
-8892.543427228895,-0.0625609800546902,703,57.850735,20.633877,Other,ash 🥀,0.0,0,0,4887
-12955.543427228895,-0.06263577164032728,313,17.422205,40.773926,Other,adi tantimedh,0.0,0,0,824
-13352.543427228895,-0.06264307960476193,704,2.2905388,-18.203144,Other,graham/ezra 🦌 pen15,0.0,0,0,427
-11501.543427228904,-0.062170217508166425,705,47.914875,-10.756019,Other,gone for some time,0.00043878894251864854,0,1,2278
-13649.543427229035,-0.05501495898585021,1,-43.823383,6.8335876,1,uno,0.007633587786259542,0,1,130
-13644.5434272293,-0.040589631202843646,103,-40.568287,8.919829,Other,steve (slim) neel,0.022058823529411766,0,3,135
-9899.543427228895,-0.06257951688135438,1,50.14931,16.95559,1,빛나 🩹,0.0,0,0,3880
-13700.543427228895,-0.06264948557862403,1,-34.902363,-24.59664,1,👑🏳️‍🌈marmot queen🏳️‍🌈👑,0.0,0,0,79
-13587.54342722899,-0.05746605832765686,706,-12.585095,-10.354028,Other,cyclonephantom26,0.0051813471502590676,0,1,192
4529.456572771098,-0.06209544841169745,213,73.96446,-2.5431156,Other,get up erica,0.0002184598580010923,1,3,18309
-13472.543427228895,-0.0626452885612661,214,-3.2375872,27.037493,Other,the kev,0.0,0,0,307
-13094.543427229459,-0.03202608545031878,0,12.352325,24.657598,0,쌧별이 ☁️,0.030612244897959183,6,15,685
-12418.54342722891,-0.06189167216936906,707,29.048948,-28.004965,Other,jada! taes military wife,0.0007342143906020558,0,1,1361
-12623.543427228895,-0.06262966019399908,40,27.103758,7.2681556,Other,└truth 🖤🦍,0.0,0,0,1156
-12067.543427228895,-0.06261942536219642,708,44.0627,-31.183565,Other,parker ♡,0.0,0,0,1712
-13464.543427228895,-0.06264514129749915,1,-2.0737636,22.77597,1,nigel :),0.0,0,0,315
-12500.543427229182,-0.047002396013582304,1,25.49251,-1.8148597,1,la'toya nicole,0.015625,0,20,1279
-11908.543427228915,-0.06154812242645232,709,47.3583,-24.395996,Other,suffering postponed!!,0.0010683760683760685,0,2,1871
-12820.543427228895,-0.0626332865642601,710,29.114767,33.398697,Other,bee ! (ia),0.0,0,0,959
-13358.543427228895,-0.06264319005258713,1,3.017353,-16.397345,1,dj smooth,0.0,0,0,421
-12670.543427228895,-0.06263052536862988,348,27.918646,10.693247,Other,‘,0.0,0,0,1109
-9789.543427228915,-0.06157523693064257,711,50.956852,17.94242,Other,‏ً,0.0010022550739163117,0,4,3990
-11986.543427228906,-0.06206052071566424,215,46.059067,-28.05068,Other,cullen senator of armstrong,0.0005574136008918618,0,1,1793
-12727.543427231605,0.08456690590884448,12,29.149675,15.871479,Other,tumlin al tiger,0.14719848053181386,30,125,1052
-13732.543427228895,-0.06265007463369181,1,-54.566166,-29.985659,1,shyboyluv,0.0,0,0,47
